comment_id,post_id,offensiveness_score
ewv2a4v,cq8ndf,-0.362
ewv52qt,cq8ndf,-0.156
ewv5b5g,cq8ndf,0.596
ewv6uof,cq8ndf,-0.417
ewv82af,cq8ndf,-0.312
ewv8rz9,cq8ndf,-0.146
ewvct8a,cq8ndf,-0.208
ewvhamf,cq8ndf,-0.244
ewvkbse,cq8ndf,-0.583
ewvr2bk,cq8ndf,-0.583
eww0ciy,cq8ndf,-0.479
eww1hz6,cq8ndf,-0.319
eww2f9i,cq8ndf,-0.413
ewwq4wp,cq8ndf,-0.271
ey4xw65,cvlw7l,0.043
ey4y1lp,cvlw7l,0.083
ey4ytag,cvlw7l,0.146
ey505c1,cvlw7l,-0.083
ey50gki,cvlw7l,0.354
ey52h1h,cvlw7l,-0.604
ey5bva4,cvlw7l,-0.062
ey5djd5,cvlw7l,-0.188
ey5gt3l,cvlw7l,0.333
ey5if1y,cvlw7l,-0.064
ey5jii3,cvlw7l,-0.583
ey5u2hw,cvlw7l,0.125
ey5ukk5,cvlw7l,0.042
ey5vyp1,cvlw7l,0.104
ey5w3b1,cvlw7l,-0.375
ey5w9xy,cvlw7l,-0.062
ey5y9wu,cvlw7l,0.375
ey6020h,cvlw7l,-0.043
ey60fjy,cvlw7l,-0.208
ey60rrb,cvlw7l,-0.234
ey618a6,cvlw7l,0.292
ey62r7u,cvlw7l,0.188
ey63zf6,cvlw7l,-0.261
ey646f9,cvlw7l,-0.542
ey67ib7,cvlw7l,-0.213
ey67pfs,cvlw7l,-0.042
ey68h9b,cvlw7l,-0.229
ey69mnh,cvlw7l,-0.444
ey6dfw7,cvlw7l,-0.208
ey6jedy,cvlw7l,-0.188
ey75lh4,cvlw7l,0.042
eyb4bxj,cvlw7l,-0.417
eybyp76,cvlw7l,0.229
d74u6dz,50k1qc,-0.083
d74vamo,50k1qc,0.542
d74w6l9,50k1qc,-0.271
d750fgr,50k1qc,0.146
d753j9d,50k1qc,0.167
d75abqy,50k1qc,-0.062
d75cwgw,50k1qc,-0.208
d75losi,50k1qc,-0.042
d75lspb,50k1qc,-0.208
d75m2ll,50k1qc,-0.354
d75n986,50k1qc,0.104
d75nbri,50k1qc,0
d75phn6,50k1qc,-0.104
d75r6un,50k1qc,-0.479
d75rbbz,50k1qc,-0.396
d75t4bd,50k1qc,-0.312
d75vsol,50k1qc,0.109
d75vyrd,50k1qc,0.167
d7br625,51g5ga,-0.104
d7bt1u4,51g5ga,-0.188
d7c493d,51g5ga,0.042
d7cbf16,51g5ga,0.149
d7cc0k5,51g5ga,-0.25
d7ck562,51g5ga,0.255
d7cm7ly,51g5ga,-0.083
d7cvy5f,51g5ga,-0.085
d7cyodo,51g5ga,0.217
d7czldo,51g5ga,0.146
d7d2vd8,51g5ga,-0.083
d7d8ypu,51g5ga,-0.229
d7dbeqd,51g5ga,0
d7ddm2f,51g5ga,0.333
d7dlfwx,51g5ga,0.083
d8jg2hh,56gytn,-0.021
d8jgur7,56gytn,-0.5
d8jgx0e,56gytn,-0.333
d8jhs20,56gytn,-0.396
d8jhy8i,56gytn,-0.583
d8jivhu,56gytn,-0.085
d8jksn7,56gytn,-0.25
d8jlev6,56gytn,-0.104
d8jn4ym,56gytn,-0.458
d8jqyf0,56gytn,-0.312
d8jrw6d,56gytn,-0.25
d8jtdof,56gytn,-0.375
d8jtn7c,56gytn,-0.25
d8juejf,56gytn,-0.167
d8jvf0y,56gytn,-0.292
d8jwlz6,56gytn,-0.646
d8k0v3w,56gytn,0.083
d8k4zf2,56gytn,0.167
d8kdruw,56gytn,-0.25
d9jwg6s,5aw38c,0.229
d9k465f,5aw38c,0.271
d9k5orx,5aw38c,-0.021
d9kggji,5aw38c,-0.354
d9l7vt2,5aw38c,-0.167
d9lpts6,5aw38c,-0.354
d9w2h77,5cepca,-0.333
d9w3kx7,5cepca,-0.417
d9woigb,5cepca,0.667
d9wy5t7,5cepca,-0.562
d9x1tph,5cepca,-0.5
d9x6eal,5cepca,-0.292
dd5ckqd,5r8ozx,0.521
dd5di30,5r8ozx,0.167
dd5e1ty,5r8ozx,0.452
dd5grew,5r8ozx,0.413
dd5hrf2,5r8ozx,0.188
dd5i6kx,5r8ozx,0.229
dd5mxzg,5r8ozx,0.234
dd5n6dj,5r8ozx,0.021
dd5nltq,5r8ozx,-0.062
dd5nvzz,5r8ozx,0.596
dd5od21,5r8ozx,-0.292
ddhlgmp,5st7x5,-0.688
ddhnj8n,5st7x5,0.083
ddhnl4s,5st7x5,-0.188
ddhp70j,5st7x5,-0.062
ddhp7gw,5st7x5,-0.167
ddhq8xp,5st7x5,0.396
ddhr15e,5st7x5,0.042
ddhs3tf,5st7x5,0.083
ddhsjoc,5st7x5,-0.085
ddhw9cl,5st7x5,0.213
ddijv29,5st7x5,0.021
ddit0zq,5st7x5,-0.304
deqb1sc,5yi6bv,-0.234
deqdho0,5yi6bv,0.125
deqdqeh,5yi6bv,0.021
deqjoug,5yi6bv,-0.188
deqlj95,5yi6bv,-0.104
deqm9cy,5yi6bv,-0.106
der0j4u,5yi6bv,0.062
df96qxv,60tjul,0.042
df96qyw,60tjul,0.021
df96xh5,60tjul,0.229
df97ef2,60tjul,0.125
df97hh9,60tjul,0.298
df9aj3b,60tjul,0.083
df9gzpi,60tjul,0.089
df9kktx,60sxpt,0.083
df9rfxf,60sxpt,0.083
df9rs8q,60sxpt,-0.064
df9srtw,60tjul,-0.128
df9tqg5,60tjul,0.396
df9ydzu,60sxpt,-0.188
df9yso7,60sxpt,-0.042
dfa2yat,60sxpt,0.188
dfa6mhp,60sxpt,0.25
dfa6qwf,60sxpt,-0.149
dfa7mqb,60sxpt,-0.062
dfa7za3,60sxpt,0.191
dfaaa87,60tjul,-0.146
dfabxwj,60sxpt,0.229
dfafo77,60tjul,0.229
dfajkzy,60tjul,-0.021
dfapjjp,60sxpt,0.188
dfaunxp,60tjul,0.125
dgipl17,66hx0e,-0.255
dgiqgqr,66hx0e,-0.362
dgiylns,66hx0e,-0.021
dgj2lx3,66hx0e,-0.125
dgj3qbd,66hx0e,0.021
dgj46rj,66hx0e,-0.125
dgj4cgt,66hx0e,-0.188
dgjcte8,66hx0e,-0.271
dgjm2e8,66hx0e,-0.229
dgjprx0,66hx0e,-0.104
dgve2v0,683fug,-0.042
dgveo3q,683fug,-0.067
dgvewuu,683fug,0.146
dgvexwa,683fug,0.042
dgvf5vx,683fug,0.087
dgvfcjm,683fug,-0.021
dgvfkbq,683fug,0.042
dgvfy5r,683fug,0.854
dgvg0g0,683fug,0.688
dgvgfjw,683fug,0.191
dgvrqjd,683fug,-0.021
dgvth47,683fug,0.196
dihqp1y,6ff8go,-0.188
dihrb15,6ff8go,0.804
dihrsun,6ff8go,0.021
dihsd2f,6ff8go,-0.167
dihsyfu,6ff8go,0
diht86r,6ff8go,0.25
dihtaup,6ff8go,0.896
dihthcd,6ff8go,-0.062
dihtm2l,6ff8go,0.341
dihtsb5,6ff8go,0.583
dihtt6a,6ff8go,0.511
dihtvld,6ff8go,0.104
djx9wdh,6lvz81,-0.167
djxitsy,6lvz81,-0.042
djxlke4,6lvz81,0.083
djxnzwb,6lvz81,-0.271
djxok3g,6lvz81,-0.25
dk2ziv5,6mnp3r,-0.542
dk37b8h,6mnp3r,-0.354
dk38ahr,6mnp3r,-0.5
dk399ov,6mnp3r,-0.062
dk3mis1,6mnp3r,-0.354
dk3qibr,6mnp3r,-0.062
dk43y8m,6mnp3r,-0.229
dk4foco,6mu4wt,0.312
dk4gzl2,6mu4wt,-0.104
dk4ijbb,6mu4wt,0.213
dk4isnn,6mu4wt,0.042
dk4iwxd,6mu4wt,-0.417
dk4jrx9,6mu4wt,0.375
dk4kgbz,6mu4wt,0.042
dk4mtwy,6mu4wt,0.562
dnb13ck,71iv5x,0.13
dnb1pqe,71iv5x,-0.128
dnb2e54,71iv5x,0.333
dnb4fj7,71iv5x,0.229
dnbe7qr,71iv5x,0.312
dnbekq7,71iv5x,0.021
dnbf3qi,71iv5x,-0.271
dnbf57x,71iv5x,-0.333
dnbgnst,71iv5x,0.042
dnbmprv,71iv5x,-0.396
dnbqy5q,71iv5x,-0.042
dnbze6e,71iv5x,-0.625
dncuxpf,71r1nc,0.064
dncx19u,71r1nc,0.083
dnd1v0b,71r1nc,-0.417
dnd30ld,71r1nc,-0.042
dnd36i7,71r1nc,-0.083
dnd3wbw,71r1nc,-0.298
dnd4v12,71r1nc,0.833
dnd7c9g,71r1nc,-0.413
dol8sw9,77evrr,0.188
doljsfy,77evrr,-0.042
dolprj0,77evrr,0.043
dolqya5,77evrr,0.646
dolrxji,77evrr,-0.312
dolt44h,77evrr,-0.146
dolvfto,77evrr,0.043
dolx7xm,77evrr,0.25
dolxhhe,77evrr,0.234
dq3apkx,7e8wf0,-0.021
dq3as3n,7e8wf0,-0.125
dq3bqhz,7e8wf0,0.583
dq3cg85,7e8wf0,-0.085
dq3d581,7e8wf0,0
dq3e6gl,7e8wf0,0.104
dq3eehd,7e8wf0,0.104
dq3gnww,7e8wf0,-0.167
dq3iu9o,7e8wf0,0
dq3k23k,7e8wf0,0.125
dq3k2gf,7e8wf0,-0.292
dq3mpbh,7e8wf0,0.292
dq3qis9,7e8wf0,0.458
dqd2w45,7fnko7,0
dqd359j,7fnko7,0.17
dqd3w2n,7fnko7,-0.085
dqd3wis,7fnko7,0.196
dqd6gzf,7fnko7,0.354
dqdclkb,7fnko7,0.438
dqidqrd,7ge3n1,-0.396
dqiebvj,7ge3n1,0.042
dqieho8,7ge3n1,0.4
dqietzl,7ge3n1,-0.208
dqieucp,7ge3n1,0.042
dqif2gj,7ge3n1,0.292
dqif9j2,7ge3n1,0.083
dqifc9v,7ge3n1,-0.021
dqifdft,7ge3n1,0.426
dqifu0j,7ge3n1,-0.104
dqifvyu,7ge3n1,-0.271
dqig5bt,7ge3n1,0.042
dqig5qp,7ge3n1,-0.208
dqig9hi,7ge3n1,-0.125
dqigh1s,7ge3n1,0
du0itfh,7whcuy,-0.292
du0iwf4,7whcuy,-0.167
du0iyfg,7whcuy,-0.021
du0jeqf,7whcuy,0.104
du0jfyc,7whcuy,-0.261
du0kfzc,7whcuy,0.217
du0knbh,7whcuy,0.17
du0kz1o,7whcuy,-0.196
du0lfw7,7whcuy,-0.458
duk0agw,7yxtek,-0.667
duk0fd7,7yxtek,-0.417
duk30m6,7yxtek,-0.298
duk37s8,7yxtek,-0.062
duk50vw,7yxtek,-0.125
duk5eqe,7yxtek,0.042
duk837e,7yxtek,-0.417
duk8n8o,7yxtek,0.511
duk9375,7yxtek,-0.25
dukbkdi,7yxtek,-0.292
dvfppes,8379ef,0.021
dvft17a,8379ef,-0.25
dvftech,8379ef,0.729
dvftx75,8379ef,0.87
dvftz77,8379ef,-0.146
dvfufoy,8379ef,-0.261
dvfuku8,8379ef,-0.191
dvfuvmz,8379ef,-0.417
dvfv2av,8379ef,-0.208
dvfvywz,8379ef,-0.319
dvfw64l,8379ef,-0.167
dvfwepd,8379ef,-0.062
dvjhbli,83oamm,0.311
dvjhnrk,83oamm,0.583
dvjjjn5,83oamm,0.409
dvjklkr,83oamm,-0.167
dvjkng8,83oamm,0.083
dvjl95n,83oamm,-0.271
dvjlv1d,83oamm,0.667
dvjm08u,83oamm,-0.083
dvjp4p0,83oamm,0.022
e01yoj4,8oakuv,0.271
e01zfn3,8oakuv,0.021
e01zfvt,8oakuv,-0.042
e0202lv,8oakuv,-0.319
e02133g,8oakuv,0.021
e021a4f,8oakuv,-0.167
e3aj0fj,93491m,-0.271
e3akf81,93491m,0.458
e3amalh,93491m,-0.125
e3an0bd,93491m,0.271
e3ap0g6,93491m,0.396
e3apdk1,93491m,-0.25
e3arphg,93491m,-0.104
e3avcau,93491m,-0.13
e3awj2k,93491m,0.042
e3baang,93491m,0.229
e3bdtg7,93491m,-0.396
e3egthu,93m1ia,-0.208
e3eitpx,93m1ia,-0.229
e3eiuvb,93m1ia,0.283
e3ejpwq,93m1ia,0.234
e3ekg1l,93m1ia,0.25
e3epgeo,93m1ia,0.438
e3epies,93m1ia,-0.417
e3eqex5,93m1ia,-0.064
e3irnen,93m1ia,0.062
eay4laa,a2gnoj,0.521
eay5nx0,a2gnoj,-0.125
eaz1ukg,a2gnoj,-0.25
eaz7sj5,a2gnoj,0.174
eaz865n,a2gnoj,0.319
eb5ck6t,a3duj3,0.128
eb5g3k6,a3duj3,-0.25
eb5gtj3,a3duj3,0
eb5gyan,a3duj3,0.17
eb5iiqn,a3duj3,0
eb5km6n,a3duj3,-0.447
ecwzooy,ab1fv9,0.021
ecwzpbn,ab1fv9,0.167
ecx0ug0,ab1fv9,0.042
ecx0vs1,ab1fv9,0.104
ecx14qe,ab1fv9,-0.229
ecx2b2e,ab1fv9,-0.043
ecx2zg5,ab1fv9,0.167
ecx319c,ab1fv9,-0.188
ecx35t5,ab1fv9,-0.021
ecx5wx9,ab1fv9,0.042
ed8d94a,acj0hv,-0.085
ed8fpdo,acj0hv,-0.354
ed8vzpk,acj0hv,-0.25
ed8wj8u,acj0hv,-0.104
efsj39d,ancbhn,0.458
efsmllk,ancbhn,0.104
efsnnhm,ancbhn,0.022
efsq19a,ancbhn,-0.191
efsyr5h,ancbhn,0.104
efszk4l,ancbhn,0.167
eft1q00,ancbhn,-0.458
eft25ad,ancbhn,0.146
eft2ibn,ancbhn,0.167
eft3hrq,ancbhn,0.479
eft4o4z,ancbhn,0.812
eft4qw1,ancbhn,0.312
eft6hio,ancbhn,0.688
efu0jyb,ancbhn,0.646
efu5xe1,ancbhn,0.182
efvr2av,ancbhn,0.208
eg0xw11,aohx7e,0
eg1a0sj,aohx7e,-0.083
eg1adkz,aohx7e,0.167
eg1d7xc,aohx7e,0.312
eg1d99g,aohx7e,0.167
eg1g11z,aohx7e,0.667
eg1gcrx,aohx7e,-0.283
egp600o,arq9us,-0.043
egpecft,arq9us,-0.229
egpgtvg,arq9us,0.417
egph55f,arq9us,-0.417
egpho7q,arq9us,-0.125
egpibox,arq9us,0.708
egpih67,arq9us,-0.125
egpiw4q,arq9us,0.261
egpj1h1,arq9us,0.062
egpjs0g,arq9us,0.261
egpk08d,arq9us,-0.638
egpljjz,arq9us,0.708
egplo8n,arq9us,0.188
egplxba,arq9us,-0.426
egprgm7,arq9us,0.25
egq5wen,arq9us,-0.125
ehp55a8,awu037,-0.261
ehp64sy,awu037,-0.146
ehp6iku,awu037,-0.438
ehp6v14,awu037,0.106
ehp74gs,awu037,0.128
ehp7rvp,awu037,0.583
ehpvam2,awu037,0.438
ehpz3ea,awu037,0.083
ehxfmdx,ay11i9,-0.5
ehxg78m,ay11i9,-0.417
ehxhsx8,ay11i9,-0.889
ehxqmvc,ay11i9,-0.34
ehy1g2l,ay11i9,-0.333
ehy7kez,ay11i9,-0.326
ehzbsk0,ay11i9,-0.234
ehzg7bt,ay11i9,-0.625
ehzi3zp,ay11i9,-0.521
ehzsjuh,ay11i9,-0.333
ejc5tsu,b5al5q,0.667
ejcdljm,b5al5q,-0.125
ejce5ye,b5al5q,0.255
ejch7w5,b5al5q,-0.104
ejcj1i8,b5al5q,-0.208
ejcjwor,b5al5q,0.396
ejcjx4m,b5al5q,-0.208
ejcjy6a,b5al5q,-0.125
ejckkjx,b5al5q,0.458
ejcl0vx,b5al5q,0.146
em82sgd,bjgwly,-0.438
em87h44,bjgwly,-0.354
em87nm4,bjgwly,-0.375
em8h8bu,bjgwly,-0.604
em8ku2p,bjgwly,-0.229
enjrk23,boq92a,0.375
enjtuxq,boq92a,0.458
enjtv22,boq92a,-0.587
enjxner,boq92a,0.104
enk0xjx,boq92a,0.042
enk28o4,boq92a,-0.292
enk2x1m,boq92a,0.312
enk3ri1,boq92a,0.702
enk53pz,boq92a,-0.333
enk87vf,boq92a,-0.468
enke25n,boq92a,0.255
enkf6e3,boq92a,0.146
enks9ds,boq92a,0.167
enlzb97,boq92a,0.229
enmcbkg,boq92a,0.167
enn0d2f,boq92a,0.021
enrizwd,bpcwcw,0.188
enrj8nn,bpcwcw,-0.396
enrv3lt,bpcwcw,-0.404
enrx737,bpcwcw,0.125
ens3abv,bpcwcw,0.196
ens5ou5,bpcwcw,0.5
ens7itj,bpcwcw,0.042
ens7v7d,bpcwcw,0.25
ens88ac,bpcwcw,-0.125
ens8y9z,bpcwcw,0.521
ens9dwm,bpcwcw,-0.208
ens9fcm,bpcwcw,-0.021
ensj17i,bpcwcw,0.562
entwtfw,bpcwcw,0.479
envat23,bpcwcw,-0.438
epvspeo,bw82f7,-0.083
epvu2q0,bw82f7,0.13
epvwaqr,bw82f7,0.042
epwd8z8,bw82f7,-0.208
epwkm9r,bw82f7,0.062
epwkon3,bw82f7,0.021
epwnlbf,bw82f7,0.312
epwv2ad,bw82f7,0.383
epxb90x,bw82f7,-0.146
epxihq4,bw82f7,-0.152
esbl4mv,c6rat1,-0.417
esbpark,c6rat1,-0.021
esbqxuu,c6rat1,-0.304
esbqyy3,c6rat1,-0.021
esbr318,c6rat1,-0.208
esbsgp2,c6rat1,-0.042
esbto7y,c6rat1,0.125
esbxi98,c6rat1,0.062
esc1ick,c6rat1,0.188
escio6u,c6rat1,0.833
esck44g,c6rat1,0.087
et9x8u7,camuml,-0.354
et9yqa3,camuml,-0.333
et9zjhn,camuml,-0.479
eta2bf1,camuml,-0.167
etas71y,camuml,-0.417
evm82jr,ckd6tp,0.067
evmog0l,ckd6tp,-0.271
evmwzqg,ckd6tp,0.109
evmzjbr,ckd6tp,0.292
dwrt1jr,89k86x,0
dwsb80u,89k86x,0.271
dwskdi2,89k86x,-0.104
dwte155,89k86x,-0.208
dww8b23,89k86x,0.688
dww9moh,89k86x,0.083
dwyrekl,89k86x,0.312
e62go3g,9g96um,-0.271
e62iv11,9g96um,0.292
e62vqeu,9g96um,-0.021
e63d4rh,9g96um,0.312
e63owb7,9g96um,0.109
e63qrdb,9g96um,-0.104
e63th0a,9g96um,0.104
e63z3bk,9g96um,-0.104
e649klk,9g96um,-0.348
e64jn2w,9g96um,-0.065
e68csqk,9g96um,-0.354
e6bsb5s,9hgvbg,0.604
e6cakjl,9hgvbg,-0.208
e6cis8j,9hgvbg,-0.167
e6cn4a0,9hgvbg,0.128
e6d178w,9hgvbg,-0.25
e6d4fcg,9hgvbg,-0.562
e6dah4g,9hgvbg,-0.042
e6dbnka,9hgvbg,-0.562
e6df2ze,9hgvbg,0.792
e6djicd,9hgvbg,0.229
e886ygn,9q7kbd,-0.354
e88ce9z,9q7kbd,0.729
e88hvlz,9q7kbd,-0.125
e88kd55,9q7kbd,0.646
e88kh50,9q7kbd,0.75
e88t6ho,9q7kbd,0.083
e88us8b,9q7kbd,-0.417
e88vvvs,9q7kbd,0.021
e9sgf7k,9q7kbd,0.021
eahcvnr,9q7kbd,-0.104
eb2ksfh,a3178z,-0.146
eb3t8hm,a3178z,-0.521
eb4fnbz,a3178z,-0.104
eb57z0i,a3178z,0.417
eb58h8d,a3178z,-0.083
eb5f53i,a3178z,0.792
eb5tkke,a3178z,0.745
eb6f6sd,a3178z,0.542
ebm14yc,a5elnr,0.362
ebm3olo,a5elnr,0
ebm96f6,a5elnr,0.043
ebmkuho,a5elnr,-0.292
ebmm5p4,a5elnr,-0.333
ebn3ofq,a5elnr,-0.188
ebn4up3,a5elnr,-0.479
ebn605w,a5elnr,0.213
ebn63gu,a5elnr,0.062
ebn698h,a5elnr,0
ebn7lmn,a5elnr,0.478
ebno5mt,a5elnr,-0.062
ebo74ap,a5elnr,0.133
ebwuoii,a5elnr,-0.396
ec8dmub,a3178z,0.833
ecqqqyw,aaahgo,0.833
ecr1i8g,aaahgo,-0.667
ecr5nws,aaahgo,-0.479
ecr7ph8,aaahgo,0.042
ecr8tu4,aaahgo,-0.239
ecrazqj,aaahgo,0.583
ecrfw2g,aaahgo,-0.271
ecrh25z,aaahgo,0.188
ecsw506,aaahgo,0.021
ed27cg1,a3178z,0.583
ed355qg,aaahgo,0.208
edtwwzq,9q7kbd,0.375
edw5zxi,aaahgo,0.521
eea0mm6,agy6wg,0.521
eea2mm2,agy6wg,0.435
eea91jh,agy6wg,0.021
eeaf44w,agy6wg,0.542
eeahg9w,agy6wg,-0.104
eeaykoe,agy6wg,0.319
eeb8hcw,agy6wg,-0.562
eeba4bq,agy6wg,-0.104
eebce6e,agy6wg,0.021
eebeqiw,agy6wg,-0.229
eebj6y5,agy6wg,0.75
eebms8h,agy6wg,-0.604
eebo6g6,agy6wg,-0.596
eec2nxd,agy6wg,-0.583
eec393e,agy6wg,-0.229
eeg96ju,ahnpri,-0.521
eega1ew,ahnpri,-0.812
eegott3,ahnpri,-0.292
eegyxqj,ahnpri,0.312
eeicp8q,ahnpri,0.125
eeif9f0,ahnpri,-0.542
eeiipvi,ahnpri,-0.125
eeivjj5,ahnpri,0.125
eej3c2e,ahnpri,0.646
eejqgn4,ahnpri,-0.333
eet6sa2,ahnpri,-0.438
eeu9mqo,9g96um,0.191
efcjrmh,a5elnr,-0.417
efey20z,aljcyq,0.146
eff52jy,aljcyq,0
eff5ukc,aljcyq,-0.021
effb33b,aljcyq,0.354
effflme,aljcyq,0.104
efffrdc,aljcyq,-0.333
effvnzr,aljcyq,0.208
efg9fan,aljcyq,-0.167
efgilg0,aljcyq,-0.104
efgsaah,aljcyq,0.458
efhwhh8,alwyx1,-0.771
efioldr,alwyx1,0
efisuwt,alwyx1,-0.271
efjb4zq,alwyx1,-0.083
efkqzfm,alwyx1,0.562
eflx0v0,alwyx1,-0.229
efmc871,alwyx1,-0.562
efnmdss,ampi6l,-0.042
efo3dgp,ampi6l,-0.188
efo701b,ampi6l,-0.188
efohyqb,ampi6l,0.125
efoit0v,ampi6l,-0.396
efojk9c,ampi6l,-0.271
efojo1a,ampi6l,-0.312
efpf3k1,ampi6l,0.146
efpmtku,ampi6l,0.042
efpyocg,amyvbq,0.396
efpzpdm,amyvbq,0.292
efq1bb6,amyvbq,-0.312
efqa8vu,amyvbq,0.085
efqf7z7,ampi6l,-0.333
efqw2a2,ampi6l,0.021
efr3in6,9q7kbd,-0.812
efr66to,amyvbq,0.146
efrtgyd,amyvbq,0.562
efrvnyf,amyvbq,0.196
efs4jat,amyvbq,0.021
efs8838,alwyx1,-0.104
efsg4g0,and9d9,-0.208
efsotp7,and9d9,-0.417
eft5jvv,and9d9,0.277
eft5qly,and9d9,0.062
eft8g2i,and9d9,-0.542
eft8v99,and9d9,0.354
efthavm,and9d9,-0.188
eftun0s,and9d9,0.065
eftxo2j,and9d9,-0.106
eftyhly,and9d9,0.362
eftykz3,and9d9,-0.021
efuay7e,and9d9,-0.083
efvs37c,and9d9,0.021
eg6x8er,ap873q,0
eg70245,ap873q,-0.34
eg74lhf,ap873q,0.312
eg79f0m,ap873q,0.043
eg7at51,ap873q,0.213
eg7etio,ap873q,-0.146
eg7ozb8,ap873q,0
eg7q4pz,ap873q,0.125
eg7s6y0,ap873q,0.543
eg7wb7s,ap873q,-0.312
eg82bwn,ap873q,-0.104
eg861vj,ap873q,0.521
eg8cwqt,ap873q,-0.062
eg8j331,ap873q,-0.083
eg8sodu,amyvbq,-0.085
eg9j52f,ap873q,-0.062
egbbnjm,ap873q,-0.062
egklu3g,ar3bs3,-0.292
egknbr3,ar3bs3,-0.104
egknfd8,ar3bs3,-0.271
egksyku,ar3bs3,0.062
egl4md0,ar3bs3,-0.396
egl6cdf,ar3bs3,-0.188
eglbkry,ar3bs3,0.875
egluzax,ar3bs3,0.125
egxtztf,ahnpri,-0.167
ehbo9l2,av0egf,-0.188
ehc5csn,av0egf,0.083
ehc7xmg,av0egf,-0.255
ehc9hwx,av0egf,-0.208
ehch930,av0egf,0.229
ehcjfwh,av0egf,0.354
ehcjloa,av0egf,-0.234
ehcjxcz,av0egf,0.062
eher3nb,ave6iy,0.354
ehf1tkd,ave6iy,-0.319
ehfgisr,ave6iy,-0.068
ehgcdf2,ave6iy,-0.375
ehilsaz,a3178z,0.156
ehvoc1b,axrsdc,-0.304
ehvus5i,axrsdc,-0.062
ehvv1f9,axrsdc,-0.104
ehw6ys0,axrsdc,-0.042
ehwrv5l,axrsdc,-0.333
ehwsunf,axrsdc,0.125
ehwv1cl,axrsdc,0.298
ehwvlda,axrsdc,-0.553
ehx0g3z,axrsdc,0.128
ehx389r,axrsdc,-0.354
ehx3m4a,axrsdc,0.333
ehxb6j4,axrsdc,0.213
ehxk01j,axrsdc,0.208
ei8f5vz,azkmso,-0.021
ei8u5rk,azkmso,0.417
ei99jlw,azkmso,-0.125
eiabk1q,azkmso,-0.277
eib2119,azkmso,0.149
eij87yl,ave6iy,0.938
eiq2zq0,azkmso,0.17
ej4fj36,b44f7h,-0.042
ej4xs2o,b44f7h,-0.271
ej53y48,b44f7h,-0.083
ej5cr4m,b44f7h,-0.375
ej5w6tn,b44f7h,0.458
ej64orm,b44f7h,-0.229
ejjpcxn,b66z7h,-0.333
ejjs55r,b66z7h,0.021
ejjxnyh,b66z7h,-0.042
ejjyc3t,b66z7h,0.239
ejktxd2,b66z7h,0.146
ejkwdk7,b66z7h,0
ejo0koq,b66z7h,0.5
ejpy42e,b78bub,-0.646
ejq1cbk,b78bub,0.125
ejq2uuy,b78bub,-0.583
ejq5403,b78bub,0.458
ejqbz5r,b78bub,-0.083
ejqgvzg,b78bub,0.521
ejqnxv1,b78bub,0.167
ejqsj7p,b78bub,0.021
ejqskr9,b78bub,0.021
ejqtck0,b78bub,-0.042
ejqurg6,b78bub,0.354
ejqzifo,b78bub,0.771
ejr6onb,b78bub,0.146
ejrabn4,b78bub,0.104
ejrnkjt,b78bub,0.042
ejs90ug,b78bub,0.646
ejsfyzc,b78bub,-0.125
ejt2fqa,b78bub,0.5
ejv0ei2,b78bub,0.188
ekcvgib,bamqb0,-0.146
ekd24g3,bamqb0,-0.188
ekdds2y,bamqb0,0.625
ekdepvq,bamqb0,-0.75
ekdfld1,bamqb0,0.146
ekdhkly,bamqb0,0.375
ekdwnim,b66z7h,0.25
ekk1wqs,b44f7h,-0.604
ekktolx,bbq47a,0.191
ekky3b5,bbq47a,-0.438
ekkye46,bbq47a,0.042
eklekdf,a3178z,0.022
ekltr5g,bbq47a,-0.146
eklytsk,bbq47a,0.271
ekm6oh8,bbq47a,-0.188
ekm75hi,bbq47a,-0.043
ekm8ykh,bbq47a,-0.458
ekmfx46,bbq47a,0
ekmizzw,bbq47a,0.208
ekmloj0,bbq47a,0.104
el00x0o,b66z7h,-0.681
el8t7qq,9q7kbd,-0.208
eleh4kl,b66z7h,-0.354
elhs9b2,bg0wwj,0.833
elhvjez,bg0wwj,-0.021
eli09u5,bg0wwj,0.042
eli0apu,bg0wwj,0.104
eli6dcp,bg0wwj,-0.042
eli6ijt,bg0wwj,-0.125
eljqbn1,bg0wwj,0
eljqkbg,bg0wwj,0.562
eljriux,bg0wwj,-0.229
eljrs7f,bg0wwj,0.319
elzco8y,biap2c,0.667
elzro8h,biap2c,-0.083
elzumyr,biap2c,-0.17
elzwt77,biap2c,-0.319
em01lsa,biap2c,0.25
em0dv6a,biap2c,0.896
em0n0h4,biap2c,-0.125
em0rmv8,biap2c,-0.375
em130k4,biap2c,0.271
em131kb,biap2c,0.125
em19x5a,biap2c,-0.021
em1gy2j,biap2c,0.021
em2sogi,binzqg,-0.17
em340ac,binzqg,-0.417
em38ngl,binzqg,0.553
em39ht2,binzqg,-0.146
em6d9jf,binzqg,-0.167
em7jxwu,bje2xc,-0.17
em7rb3d,bje2xc,-0.312
em7sgrf,bje2xc,0.854
em7vd55,bg0wwj,-0.208
em874f2,bje2xc,0.25
em8cahs,bje2xc,0.167
em8q37g,bje2xc,0.312
em8vupq,bje2xc,0.021
em8ygke,bje2xc,0.167
em9dfv8,bje2xc,-0.333
em9n7mw,bje2xc,0.702
